CUSTOMER_ID,ZIP_CODE,TOTAL_VISITS,TOTAL_SPE0T,AVRG_SPE0T_PER_VISIT,HAS_CREDIT_CARD,PSWEATERS,PK0IT_TOPS,PK0IT_DRES,PBLOUSES,PJACKETS,PCAR_P0TS,PCAS_P0TS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELR1,PFASHIO0,PLEGWEAR,PCOLLSP0D,AMSPE0D,PSSPE0D,CCSPE0D,AXSPE0D,SPE0D_LAST_MO0TH,SPE0D_LAST_3MO0TH,SPE0D_LAST_6MO0TH,SPE0T_LAST_1EAR,GMP,PROMOS_O0_FILE,DA1S_O0_FILE,FREQ_DA1S,MARKDOW0,PRODUCT_CLASSES,COUPO0S,ST1LES,STORES,STORELO1,VALPHO0,WEB,MAILED,RESPO0DED,RESPO0SERATE,LTFREDA1,CLUST1PE,PERCRET,RESP
9955616637362,32404,9,433.19,48.13,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,237.23,195.96,0,0,0,0,0.5,20,631,70.11,0.25,9,0,16,3,266,1,0,7,1,14.29,42.06,35,0.05,0
9955616638734,32459,1,158.4,158.4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,158.4,0,0,0,0,0,0.67,15,355,355,0.1,3,0,4,1,266,1,0,5,0,0,355,23,0,0
9955616638936,32448,3,178.46,59.48,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,19,159.46,0,178.46,77.01,178.46,0,0.21,1,78,26,0.43,6,0,12,2,4689,1,0,0,0,0,15.6,42,0.19,0
9955616640342,32444,12,798.35,66.52,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,255.15,543.2,179.9,0,545.09,0,0.51,2,238,19.83,0.23,15,4,47,4,4273,1,0,1,1,100,6.8,4,0.05,1
9955616640757,32448,1,213.99,213.99,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,158,55.99,0,213.99,0,213.99,0,0.65,17,510,510,0.1,2,0,3,2,2542,1,0,8,1,12.5,72.85,42,0,0
9955616642704,32405,2,167,83.5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,150,17,0,0,0,0,0,0.67,20,607,303.5,0.13,6,1,6,2,2542,1,0,10,1,10,60.7,10,0,0
9955616642863,32405,3,327.67,109.22,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,327.67,0,122.67,0,122.67,0,0.63,20,657,219,0.09,6,0,10,1,266,1,0,10,1,10,32.85,10,0,0
9955616644133,32448,2,219.37,109.68,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,219.37,0,219.37,85.99,219.37,0,0.58,0,38,19,0.23,5,0,6,1,4689,1,0,0,0,0,7.6,42,0,0
9955616645956,32402,2,82.95,41.47,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.95,0,0,0,0,0,0.02,12,686,343,0.24,2,0,5,1,266,1,0,7,1,14.29,76.22,50,0,0
9955616646283,32411,3,305.47,101.82,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,255.97,49.5,0,127.99,127.99,255.97,0,0.55,9,517,172.33,0.19,5,1,7,2,1650,0,0,6,2,33.33,86.16,50,0,0
9955616646780,32444,6,703.92,117.32,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,54.99,648.93,0,0,0,220.49,268.45,0.49,18,698,116.33,0.27,9,2,27,2,2542,1,0,9,2,22.22,33.23,18,0.02,0
9955616650084,32401,4,148.21,37.05,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,148.21,0,12.5,12.5,92.48,0,0.51,10,531,132.75,0.21,5,0,6,2,2542,1,0,3,0,0,66.37,45,0,0
9955616654271,32444,29,1540.63,53.12,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1397.22,143.41,238.4,12,779.26,128.99,0.52,28,699,24.1,0.27,14,9,75,8,4273,1,0,10,7,70,7.68,7,0.09,1
9955616654866,32448,3,110.25,36.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.25,0,0,0,0,0,0.61,2,309,103,0.25,1,0,4,2,266,0,0,0,0,0,103,38,0.44,0
9955616663596,32405,6,138.96,23.16,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,17.99,57.98,62.99,105.96,0,105.96,0,0.29,2,215,35.83,0.37,8,0,13,8,4726,0,0,0,0,0,19.54,10,1.05,0
9955616663710,32405,1,25.6,25.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0.61,6,683,683,0.17,2,0,5,1,559,0,0,2,0,0,341.5,10,2.39,0
9955616665002,32401,2,763.95,381.97,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,704.96,58.99,0,0,0,0,0,0.65,17,699,349.5,0.02,10,0,16,2,2667,1,0,8,1,12.5,99.85,20,0,0
9955616666962,32444,2,341.7,170.85,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,341.7,0,69.97,0,341.7,0,0.58,4,153,76.5,0.12,4,0,10,1,266,1,0,1,0,0,38.25,18,0,0
9955616667152,32444,5,154.99,30.99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,154.99,0,0,0,15,0,0.45,11,551,110.2,0.26,7,0,11,3,266,1,0,4,1,25,68.87,18,0.59,0
9955616672653,32501,1,274,274,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,274,0,274,0,274,0,0.69,0,56,56,0,4,0,5,1,773,1,0,0,0,0,18.66,45,0,0
9955616678547,32563,14,2097.25,149.8,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,2097.25,0,223.85,0,566.31,59.98,0.62,15,587,41.92,0.14,14,2,46,9,266,1,0,6,4,66.67,20.24,4,0.04,1
9955616685321,32533,4,598.38,149.59,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,266,279.88,52.5,0,0,147,0,0.37,19,465,116.25,0.29,3,1,14,3,4528,1,0,9,1,11.11,93,10,0,0
9955616685332,32533,3,315.95,105.31,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,280.46,35.49,0,0,0,0,0,0.47,19,540,180,0.27,7,1,12,3,1649,1,0,9,1,11.11,45,10,0,0
9955616700022,32541,10,860.94,86.09,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,147,713.94,137.22,0,457.06,0,0.48,15,681,68.1,0.22,15,1,48,4,4273,1,0,7,2,28.57,24.32,15,0,1
9955616717967,32578,2,34.74,17.37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,12.99,12.99,0,12.99,0,0.5,1,289,144.5,0.29,2,0,3,2,5106,0,0,0,0,0,36.12,1,0,0
9955616718203,32563,2,293.99,146.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,279,14.99,0,0,0,0,0,0.51,3,502,251,0.48,2,0,5,3,2836,1,0,1,0,0,125.5,10,0,0
9955616733200,32547,17,1626.81,95.69,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,814.85,811.96,357.42,85.95,512.89,431.9,0.48,23,657,38.64,0.27,16,6,83,11,4273,1,0,6,4,66.67,12.16,18,0.01,1
9955616736294,32578,15,1455.6,97.04,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,20.98,1434.62,108.41,0,788.07,0,0.4,5,293,19.53,0.27,16,4,96,4,4273,1,0,1,1,100,6.81,1,0.12,1
9955616744077,32514,8,1045.61,130.7,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,60.99,787.19,197.43,0,0,486.37,0,0.5,20,678,84.75,0.2,13,2,41,9,102,1,1,4,1,25,26.07,10,0,0
9955616745892,32312,2,320.16,160.08,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,222.67,97.49,0,0,0,320.16,0,0.44,3,551,275.5,0.36,5,1,20,2,2782,1,0,0,0,0,137.75,1,0,0
9955616751897,32608,1,118.97,118.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.97,49,0,0,0,0,118.97,0.5,1,321,321,0.13,2,0,5,2,1688,1,0,0,0,0,160.5,15,0,0
9955616754463,32641,3,149.96,49.98,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,129.96,0,20.98,0,20.98,0,0.51,3,362,120.66,0.25,5,0,8,2,327,1,0,0,0,0,90.5,38,0,0
9955616760897,32681,4,554.87,138.71,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,48.99,505.88,0,554.87,0,554.87,0,0.48,0,698,174.5,0.27,9,0,17,3,327,1,0,0,0,0,87.25,50,0,0
9955616761324,32621,5,296.46,59.29,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,269.48,26.98,0,78,78,190.49,0,0.58,17,586,117.2,0.09,5,0,9,2,1688,1,0,10,2,20,36.62,38,0,1
9955616761991,32616,2,109.23,54.61,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,97.98,11.25,0,0,0,59.25,0,0.52,5,683,341.5,0.34,4,0,8,2,1688,1,0,0,0,0,68.3,50,0,1
9955616762080,32664,1,139.49,139.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,139.49,0,139.49,0,139.49,0,0.61,1,77,77,0.24,3,1,3,1,1688,1,0,0,0,0,25.66,50,0,0
9955616762992,32625,2,216.73,108.36,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,189.76,26.97,0,0,0,120,96.73,0.6,17,576,288,0.17,6,0,8,2,1688,1,0,9,1,11.11,72,31,0,1
9955616769302,32696,3,654.93,218.31,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,60,594.93,0,0,0,616.95,0,0.52,13,605,201.66,0.25,8,1,18,3,4129,1,0,8,2,25,50.41,38,0,0
9955616770843,32667,2,619.97,309.98,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,619.97,0,598.98,598.98,598.98,0,0.66,9,531,265.5,0.01,4,0,11,3,487,1,0,2,0,0,75.85,38,0,0
9955616774432,32607,74,3225.71,43.59,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1956.91,1268.8,0,1386.85,127.9,2082.25,171,0.61,17,676,9.13,0.11,22,6,239,3,327,1,0,10,9,90,1.74,16,1.29,1
9955616775570,32653,3,109.4,36.46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,109.4,0,2.4,2.4,2.4,0,0.6,16,344,114.66,0.15,3,0,3,1,327,1,0,6,1,16.67,114.66,31,0,0
9955616776445,32618,12,1046.41,87.2,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1095.42,0,350.69,0,574.17,54.98,0.43,18,692,57.66,0.2,16,0,43,4,327,1,0,9,4,44.44,17.3,16,0.2,0
9955616776456,32696,3,366.4,122.13,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,366.4,0,0,0,0,0,0.52,21,598,199.33,0.21,4,0,12,2,487,1,0,10,1,10,74.75,25,0,0
9955616776942,32615,4,112.49,28.12,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,112.49,0,38.99,38.99,112.49,0,0.4,6,689,172.25,0.33,5,0,7,3,327,1,0,1,0,0,28.7,16,0.53,0
9955616776953,32669,1,181.98,181.98,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,181.98,0,0,0,181.98,0,0.65,4,581,581,0,4,0,4,1,327,1,0,0,0,0,145.25,16,0,0
9955616777190,32605,2,275.98,137.99,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,257.98,18,0,89.98,0,275.98,0,0.6,5,502,251,0.24,3,0,7,3,487,0,0,1,0,0,50.2,8,0,0
9955616784354,32603,3,220.45,73.48,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,48.49,171.96,0,18,18,18,0,0.15,12,472,157.33,0.35,5,0,8,2,327,1,0,4,0,0,78.66,8,0,0
9955616785131,32609,2,196.25,98.12,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,108.75,87.5,0,0,0,137.25,0,0.6,5,276,138,0.18,3,1,6,2,1688,1,0,2,0,0,92,35,0,0
9955616785333,32605,7,691.9,98.84,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,21.75,670.15,0,233.95,0,525.9,34,0.55,18,463,66.14,0.17,6,0,24,2,327,1,0,10,4,40,12.18,10,0,1
9955616788451,32605,2,116,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,87,0,0,0,0,0,0.65,3,225,112.5,0.14,1,0,4,2,327,1,0,1,0,0,75,4,0,0
9955616788574,32641,2,137.43,68.71,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,73.96,63.47,0,0,0,38.48,0,0.22,2,237,118.5,0.37,4,0,7,2,1688,1,0,0,0,0,59.25,46,0,0
9955616788754,32605,5,309.69,61.93,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,146.79,50.93,111.97,226.97,115,226.97,64.98,0.46,16,368,73.6,0.22,8,1,11,5,1688,0,0,6,1,16.67,40.88,15,0.25,0
9955616789023,32605,1,277.97,277.97,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,227.98,49.99,0,0,0,277.97,0,0.64,3,103,103,0.09,5,0,5,2,1688,1,0,0,0,0,51.5,15,0,0
9955616791590,32605,13,938.68,72.2,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,859.7,78.98,0,162.46,0,806.46,0,0.65,22,696,53.53,0.1,12,0,28,3,1688,1,0,11,4,36.36,21.75,10,0.03,0
9955616796742,32606,1,144.5,144.5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,116.93,27.57,0,144.5,0,144.5,0,0.01,0,62,62,0.4,4,0,10,2,1688,1,0,0,0,0,31,8,0,0
9955616797077,32605,9,624.44,69.38,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,186.98,437.46,0,74.46,0,210.46,0,0.64,16,614,68.22,0.08,8,1,18,3,327,1,0,8,4,50,20.46,10,0.09,0
9955616797134,32605,5,75.98,15.19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,35.99,39.99,0,0,0,0,0,0.24,6,382,76.4,0.35,2,0,5,3,1688,1,0,1,0,0,47.75,10,0.26,0
9955616797642,32653,4,72.5,18.12,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,72.5,0,25.5,0,25.5,0,0.54,2,663,165.75,0.15,7,0,9,1,327,1,0,1,0,0,73.66,23,0.93,0
9955616797686,32608,2,68.99,34.49,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,62.32,6.67,0,0,0,0,0,0.32,16,557,278.5,0.42,3,1,4,2,1688,1,0,8,0,0,139.25,47,0,0
9955616799385,32607,1,88,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,0,0,0,88,0,0.71,2,110,110,0,1,0,1,1,1688,1,0,0,0,0,55,28,0,0
9955616800225,32605,1,99,99,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,79,20,0,0,0,99,0,0.72,2,139,139,0,2,0,2,2,1688,1,0,0,0,0,69.5,10,0,0
9955616804557,22932,1,91.73,91.73,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,69.98,21.75,0,0,0,0,0,0.49,1,389,389,0.28,3,0,3,2,1688,1,0,0,0,0,97.25,38,0,0
9955616806786,32605,2,312.97,156.48,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,29,283.97,0,0,0,29.99,0,0.62,16,502,251,0.05,5,0,8,2,327,1,0,8,1,12.5,100.4,15,0,0
9955616808236,32653,11,805.69,73.24,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,531.68,274.01,0,199.45,120.99,290.41,0,0.2,19,691,62.81,0.44,15,1,40,2,1688,1,0,9,4,44.44,16.85,18,0.11,0
9955616808711,32608,22,1647.65,74.89,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1228.93,418.72,0,179.97,93,845.17,232.74,0.61,19,678,30.81,0.16,15,10,37,7,327,1,0,10,7,70,9.54,4,0.33,0
9955616811375,32601,10,465.94,46.59,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,277.96,187.98,0,93,93,146.99,0,0.46,17,677,67.7,0.23,10,0,17,2,1688,1,0,10,3,30,22.56,28,0,0
9955616811476,32626,5,361.22,72.24,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,296.24,64.98,60.48,0,185.94,0,0.56,8,244,48.8,0.24,8,2,11,2,487,1,0,1,0,0,16.26,38,0,0
9955616812217,32606,6,624.65,104.1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,595.39,29.26,0,58.99,0,533.68,44.24,0.53,10,624,104,0.21,9,1,18,3,1688,1,0,3,0,0,52,8,0.12,1
9955616812242,32653,3,309.8,103.26,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,255,54.8,0,34.8,0,34.8,0,0.52,13,284,94.66,0.4,5,0,7,2,1688,1,0,6,0,0,28.4,1,0,1
9955616814457,32669,5,245.94,49.18,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,245.94,0,25,25,77.49,128.47,0.44,16,410,82,0.4,4,0,12,1,327,1,0,6,2,33.33,41,28,0,0
9955616814594,32607,2,125.99,62.99,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,17.99,108,0,76.99,0,76.99,0,0.56,12,626,313,0.32,3,0,4,2,1688,1,0,8,0,0,28.45,12,0,1
9955616821491,32653,3,421.94,140.64,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,117.62,304.32,0,239.48,0,239.48,0,0.51,4,271,90.33,0.25,9,1,11,2,1688,1,0,1,1,100,18.06,18,0,0
9955616824414,32696,3,130.49,43.49,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,130.49,0,0,0,0,0,0.39,11,393,131,0.34,7,0,19,2,646,0,0,3,0,0,98.25,38,0.91,0
9955616827835,32608,1,119.98,119.98,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,119.98,0,0,0,119.98,0,0.55,4,129,129,0,2,0,2,1,487,1,0,0,0,0,64.5,6,0,0
9955616828050,32686,3,71.97,23.99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.97,0,11.99,0,71.97,0,0.46,2,594,198,0.19,3,0,4,2,487,1,0,0,0,0,118.8,38,0,0
9955616828500,32608,1,59,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0,0.67,16,296,296,0,1,0,1,1,327,1,0,9,0,0,74,16,0,0
9955616835902,32751,1,88,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,0,88,0,88,0,0.72,1,89,89,0,1,0,1,1,155,1,0,0,0,0,89,5,0,0
9955616840344,32789,1,178.43,178.43,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,178.43,0,178.43,0,178.43,0,0.44,5,625,625,0.3,4,0,7,1,155,1,0,2,0,0,125,39,0,0
9955616840827,32765,12,667.77,55.64,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,63.84,380.76,223.17,0,76.16,0,300.38,0,0.48,23,657,54.75,0.3,10,4,24,6,1687,1,0,9,3,33.33,19.9,10,0.05,0
9955616841514,32708,2,372.75,186.37,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,372.75,0,0,0,0,118.5,0.55,9,675,337.5,0.27,5,0,11,2,4663,1,0,6,1,16.67,67.5,4,0,0
9955616846724,32828,5,431.21,86.24,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,20,0,411.21,0,47.78,0,67.77,0,0.51,17,429,85.8,0.09,11,0,14,4,4663,1,0,9,2,22.22,47.66,16,0,0
9955616847231,32765,3,1829.47,609.82,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,15.99,226.98,1586.5,0,0,0,1113.98,715.49,0.6,8,461,153.66,0.14,20,0,60,3,155,1,0,7,0,0,76.83,5,0,0
9955616848063,32714,2,159.94,79.97,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,86.94,73,0,0,0,0,0,0.21,15,359,179.5,0.26,5,0,8,2,2614,0,0,8,1,12.5,179.5,15,0,0
9955616849086,32789,2,81.99,40.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.99,0,0,0,0,0,0.55,7,289,144.5,0.27,3,0,4,2,4663,1,0,1,0,0,144.5,4,0.95,0
9955616853067,32746,11,598.75,54.43,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,343.98,201.78,52.99,132.8,98,561.77,0,0.57,10,592,53.81,0.18,9,1,24,6,4284,1,0,5,3,60,19.09,3,0,1
9955616855104,32765,3,262.98,87.66,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,158,49,55.98,55.98,0,55.98,0,0.67,10,636,212,0.08,4,0,5,4,4284,1,0,7,0,0,37.41,10,0,0
9955616859461,32765,3,475,158.33,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,475,0,44,44,398,77,0.65,8,326,108.66,0.09,6,0,10,1,4663,1,0,2,0,0,54.33,11,0,0
9955616859775,32765,3,193.95,64.65,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,89.99,0,103.96,0,0,0,0,0,0.57,15,352,117.33,0.04,5,1,7,3,3939,1,0,4,0,0,88,5,0,0
9955616860641,32707,11,1292.97,117.54,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1126.97,166,0,189.97,166,461.97,0,0.68,10,626,56.9,0.05,8,0,25,3,4663,1,0,3,1,33.33,44.71,3,0.02,0
9955616867222,32765,9,695.17,77.24,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,674.35,20.82,0,177.97,129,579.37,0,0.38,18,235,26.11,0.47,12,4,36,3,2951,1,0,9,4,44.44,12.36,4,0.09,0
9955616869776,32765,12,605.99,50.49,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,17.99,558.01,29.99,113.66,49.99,247.64,0,0.41,21,654,54.5,0.27,13,0,29,5,4663,1,0,10,4,40,21.8,10,0.08,1
9955616873601,32707,12,1105.55,92.12,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,76.84,726.78,301.93,210.97,0,735.92,0,0.65,20,406,33.83,0.07,14,1,26,6,4663,1,0,9,2,22.22,16.24,3,0.16,0
9955616878912,32708,7,292.78,41.82,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,258.89,33.89,0,228.83,0,262.82,8.97,0.42,10,690,98.57,0.38,9,0,17,4,2614,1,0,4,2,50,30,4,0.17,0
9955616879463,32779,1,279,279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,279,0,0,0,0,0,0.52,11,293,293,0.5,1,0,2,1,898,0,0,4,0,0,293,3,0,0
9955616880867,32766,4,236.87,59.21,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,236.87,0,111.4,0,111.4,0,0.6,2,555,138.75,0.18,4,0,7,2,155,1,0,3,0,0,79.28,16,0,0
9955616885446,32779,1,88.99,88.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.99,0,0,0,88.99,0,0.66,2,487,487,0,2,0,2,1,155,1,0,1,0,0,162.33,3,0,0
9955616886573,32751,8,571.49,71.43,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,354.69,216.8,0,13.99,0,376,0,0.5,19,690,86.25,0.32,9,4,19,4,4643,1,0,10,3,30,20.29,3,0.07,0
9955616890035,32746,6,465.41,77.56,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,465.41,0,0,0,77.96,68.98,0.51,21,659,109.83,0.33,10,1,15,1,155,1,0,10,1,10,54.91,3,0,0
9955616894154,32750,59,2011.82,34.09,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1914.57,97.25,0,0,12.77,425.14,118.72,0.45,23,557,9.44,0.32,20,10,84,6,2614,1,0,9,5,55.56,4.6,10,1.01,1
9955616894435,32750,1,201,201,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,201,0,0.66,5,686,686,0,3,0,3,1,2951,1,0,1,0,0,114.33,20,0,0
9955616894875,32751,2,306.95,153.47,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,147,159.95,147,0,147,0,0.6,8,476,238,0.15,4,0,11,2,4663,1,0,7,1,14.29,119,15,0,0
9955616895021,32707,5,97.98,19.59,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,72.99,24.99,0,27.99,0,40.98,0,0.6,4,194,38.8,0.14,6,0,8,3,4663,1,0,0,0,0,17.63,10,1.27,0
9955616896451,32792,3,392.67,130.89,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,392.67,0,0,0,147.73,0,0.36,12,592,197.33,0.26,7,1,10,2,3,1,0,5,0,0,45.53,10,0,0
9955616897766,32712,2,169.99,84.99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,91.99,0,78,0,91.99,0,169.99,0,0.58,0,160,80,0.19,3,0,5,2,3939,1,0,0,0,0,80,10,0,0
9955616898240,32746,2,292.99,146.49,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,292.99,0,292.99,78,292.99,0,0.66,5,614,307,0.06,5,0,7,1,155,1,0,2,0,0,153.5,10,0,0
9955616900554,32708,5,230.02,46,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,23.96,206.06,0,15,15,109.92,0,0.17,14,581,116.2,0.24,9,0,15,3,4663,1,0,8,2,25,30.57,4,0,1
9955616902466,32779,7,514.68,73.52,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,514.68,0,0,0,83.97,0,0.61,16,640,91.42,0.14,6,0,18,1,155,1,0,9,1,11.11,45.71,2,0.04,0
9955616902974,32765,2,152.93,76.46,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,29.99,122.94,0,122.94,0,122.94,0,0.39,2,362,181,0.34,5,0,7,2,4663,1,0,0,0,0,72.4,3,0,0
9955616904604,32765,10,940.88,94.08,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,64.98,804.88,71.02,141.95,0,599.19,81.73,0.52,21,529,52.9,0.28,14,9,50,5,4729,1,0,10,5,50,14.29,11,0.05,1
9955616905403,32714,17,1803.47,106.08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.2,1648.81,150.46,0,120,96,360.18,59.99,0.55,25,565,33.23,0.23,18,6,60,6,2614,1,0,11,9,81.82,10.86,15,0.02,0
9955616905595,32765,2,666.41,333.2,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,88,578.41,0,0,0,0,450.91,0.5,17,384,192,0.07,8,0,22,2,4663,1,0,6,0,0,96,10,0,0
9955616906754,32779,5,283.22,56.64,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,283.22,0,0,0,101.48,0,0.57,11,489,97.8,0.16,6,0,9,1,155,1,0,5,1,20,81.5,3,0,0
9955616908824,32720,1,201.35,201.35,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,201.35,0,201.35,0,201.35,0,0.53,0,58,58,0.23,4,0,8,1,155,1,0,0,0,0,58,18,0,0
